sarga,shloka#,Shloka
10,10,वारयत वारयत वैरिसुहृदोऽमून् मारयत मारयत पारगमनात् प्राक् ।<BR> आपतत आलपत इत्यवददुच्चैः स त्वरकराजपुरुषानुचितवाचा ॥ १० ॥
10,11,न जडा जले पतत साहसादहो न भयं हि वो बहुतयाऽबहोर्जनात् ।<BR> भवतां पतिं क्षितिपतिं दिदृक्षवः प्रतियाम केन कलहं चिकीर्षथ ॥ ११ ॥
10,12,वचसेत्यनेन स परान् न्यरुणद् भुजगान्नरेन्द्र इव मन्त्रबलात् ।<BR> उदतारयत्परिजनं मृतिभीसरितश्च देवसरितश्च समम् ॥ १२ ॥
10,13,निर्विकारचरितोऽपि परीतः क्रूरकिङ्करसहस्रतयेन ।<BR> स व्रजन्नुदलसज्जगदीशः सिंहराडिव सृगालसमूहे ॥ १३ ॥
10,14,अप्रकम्प्यवपुषं सुरासुरैः सिंहसंहननमेनमुन्नतम् ।<BR> प्राप्तमात्मनगरान्तिकं नृपः प्रेक्ष्य सौधशिखरे स्थितोऽब्रवीत् ॥ १४ ॥
10,15,रिपुनृपप्रणिधिप्रतिशङ्कया पथिकपाटनकर्मणि दीक्षितैः ।<BR> सुमुख मे परुषैः पुरुषैः कथं यमभटैरिव नासि विहिंसितः ॥ १५ ॥
10,16,अप्लवदेवनदीतरणं ते हन्त कथं च चिकीर्षसि किं त्वम् ।<BR> तं निगदन्तमिति प्रभृतीह स्माह महापुरुषोत्तमदासः ॥ १६ ॥
10,17,योऽसौ देवो विश्वदीपः प्रदीप्तः कुर्मः सर्वं तत्परानुग्रहेण ।<BR> यामस्तावत् तूर्णमाशामुदीचीमित्याद्यं तद्भाषया चित्रवाक्यम् ॥ १७ ॥
10,18,गाम्भीर्यं धृतिमुरुवीर्यमार्यभावं तेजोऽग्रयं गिरमपि देशकालयुक्ताम् ।<BR> राजाऽस्य स्फुटमुपलभ्य विस्मितोऽस्मै राज्यार्धं सपदि समर्पयाम्बभूव ॥ १८ ॥
10,19,दण्डार्हबुद्धिविषयो नृपपूरुषाणां राज्यार्हबुद्धिविषयोऽभवदित्थमेषः ।<BR> नीतिं प्रकाशयितुमेव विपत्सु कार्यां गन्तुं प्रभुः प्रसभतोऽपि तथा व्यधात्सः ॥१९॥
10,20,कदाचिच्चोराणां निकरमवलोक्याभिपतता- मवस्थाप्य स्वीयान् करगपटपिण्डार्थमतिकृत् ।
10,21,चरन्नेतेष्वेतानथ मिथ इहाघातयदहो विभुः सम्मोह्य प्राग्विजय इव संशप्तकगणान् ॥ २० ॥
10,22,अन्यत्र च चोरान् धन्यप्रवरोऽसौ शूरान् शतसङ्ख्यान् प्राप्तान् स्वजिघांसून् ।<BR> एकेन तु शिष्येणाकृष्टकुठारान् निस्ताडितयूथ्यानद्रावयत द्राक् ॥ २१ ॥
10,23,क्वचिच्छिलाच्छटाभ्रमादमुं ससङ्घमत्यजन् ।<BR> अवेक्ष्य दस्यवः पुनः कुतूहलात् तमानमन् ॥ २२ ॥
10,24,सत्योच्छेदे सेच्छायातं व्याघ्राकारं दैत्यव्याघ्रम् ।<BR> प्रालेयाद्रेः प्रान्ते प्राज्ञः पाणेर्लीलालेशेनास्यत् ॥ २३ ॥
10,25,प्राप स नारायणतः शुद्धशिलात्मप्रतिमाः ।<BR> यासु स पद्मासहितो दोष्यहितः सन्निहितः ॥ २४ ॥
10,26,पाराशर्यः परतत्त्वप्रसिद्ध्यै तात्पर्यार्थं परमं भारतस्य ।<BR> व्यक्तं वक्तुं नियुनक्ति स्म साक्षादेनं धन्यं भुवने मन्यमानः ॥ २५ ॥
10,27,तीर्थेषु तीर्थेषु च सौख्यतीर्थः क्षेत्रेषु च क्षेत्रविदां वरिष्ठः ।<BR> गोविन्दमावन्द्य सहानुगोऽगाद् गङ्गां पुनस्तुङ्गतरङ्गमालाम् ॥ २६ ॥
10,28,प्लवैरपेतामवलोक्य सिन्धुं सरोजबन्धुं च तदाऽऽप्तसिन्धुम् ।<BR> तटे निषण्णानधिकं विषण्णान् निरीक्ष्य शिष्यानतरत्स एताम् ॥ २७ ॥
10,29,न वानरेन्द्रस्य विलङ्घिताब्धेः न वा नरेन्द्रस्य विहर्तुरस्याम् ।<BR> इमेऽस्मरंस्तद्वपुषोऽन्यथाऽस्य शक्तस्य शङ्क्येत विपत् कथं तैः ॥ २८ ॥
10,30,जगत्प्रदीपायितगोगणाढ्ये दिवाकरे मध्वदिवाकरे च ।<BR> अव्यक्तरूपे श्रियमत्यजन् द्राक् सहाम्बुजैस्तन्नयनाम्बुजानि ॥ २९ ॥
10,31,पदं पशोर्वा विनतातनूजस्तीर्त्वा नदीं तावददीनसत्वः ।<BR> अनार्द्रवासाः सकुतूहलार्द्रैर्नृदेवभूदेवमुखैर्ववन्दे ॥ ३० ॥
10,32,भीतैररातेरतिमात्रमत्र नतारकैरप्यथ तारकैः सः ।<BR> स्वतेजसा विस्मितभूपनुन्नैः प्लवेन शिष्यान् निरतारयत् ताम् ॥ ३१ ॥
10,33,विशङ्कटं स्वस्तटनीतटं ते दीपप्रदीप्तं जनताभिपूर्णम् ।<BR> सञ्चोदयत्पण्डितमण्डलाढ्यं नाथावलोकोत्कहृदोऽभ्यपश्यन् ॥ ३२ ॥
10,34,आम्नायमाम्नायविदां विदग्धं सभावभेदं प्रवदन्तमत्र ।<BR> दैव्यां सभायामिव पद्मयोनिं प्रैक्षन्त साक्षात् सुखतीर्थमेते ॥ ३३ ॥
10,35,प्राप्तस्ततो हस्तिनराजधानीं मासानुवासेह स वासयोग्यान् ।<BR> मठान्तरेऽनन्तगुणान्तरः सन्नेकान्तदेशे सरितोऽसमीपे ॥ ३४ ॥
10,36,भित्त्वा भुवं देवनदी जगाम शाखाविशेषेण निषेवितुं तम् ।<BR> वाणी च यत्प्रेष्यतया कृतार्था शिवादिवन्द्या न तदत्र चित्रम् ॥ ३५ ॥
10,37,गुरुप्रबर्हस्य पदारविन्दं विदूरतः सा प्रणनाम मूर्ता ।<BR> औदार्यसौन्दर्यतनुं तनुं तामालक्ष्य शिष्यैरतिविस्मितं तैः ॥ ३६ ॥
10,38,तेनोपयातेन कदाचनाथ वाराणसीं पापनिवारणेन ।<BR> अवादि वाणी बलिनः स्वशिष्यान् विलोक्य लीलावसरेऽवलिप्तान् ॥ ३७ ॥
10,39,नियुद्धसिद्ध्यै युगपद्धि वीरम्मन्या भवन्तोऽभिपतन्तु मां द्राक् ।<BR> समस्तशक्तिं न युनक्ति यः स्वामत्रास्मदाज्ञां स निराकरोति ॥ ३८ ॥
10,40,इतीरयन् पञ्चदशैष यूनः प्राप्तान् प्रयुद्धान् युगपन्निपात्य ।<BR> उत्थीयतां यस्य समर्थता स्यादिति ब्रुवाणोऽशनकैर्जहास ॥ ३९ ॥
10,41,सौमेरवं गौरवमावहन्ति तवाङ्गमङ्गाङ्गुलयश्च नोऽङ्गे ।<BR> पुरा विनश्याम इतो दयालो स्वामिन् विमुञ्चेत्यवदंस्तदा ते ॥ ४० ॥
10,42,तेनाथ मुक्तैरतिविस्मयस्तैरवाप्यनालोच्य हि तत्स्वरूपम् ।<BR> यद्भ्रूविजृम्भेण सशम्भुशक्रं जगत् समस्तं नियतं निकामम् ॥ ४१ ॥
10,43,सदाक्ष्यमाक्षिप्तसमस्तपक्षको यतिः प्रभुं कोऽप्यमरावतीपदः ।<BR> जिगीषया ज्ञानसहायकर्मणः प्रसाध्यतां साधनतेत्युदाहरत् ॥ ४२ ॥
10,44,संसाधितार्थे भगवत्ययुक्तिवित्पप्रच्छ स ज्ञानपदार्थमुग्रधीः ।<BR> ज्ञातः स ते ज्ञान्यसि चेन्न चेन्न सः प्रश्नो घटेतेति निराकृतैष तम् ॥ ४३ ॥
10,45,वितततमतमोऽन्तं साधयन्त्या नितान्तं सदसि सदसि रेजे व्याख्यया व्यासशिष्यः ।
10,46,सकलसमयिहस्ताम्भोजबन्धाभिनन्दी शरदि शरदि चन्द्रश्चन्द्रिकासम्पदेव ॥ ४४ ॥
10,47,जननं समये समये जगतः प्रथिते समये समयेदमिते ।<BR> सनिरासमयेऽसमये स्थितियुक्स्ववभासमयेऽसमयेष्टधिया ॥ ४५ ॥
10,48,वर्तस्वाध्यधि सर्वं दीव्येदं सोऽनिशं स्वतन्त्रो विष्णुः ।<BR> उज्जासय दुष्टानां संस्कुरु साधून् गुणाभिपूर्णोऽप्यगुणः ॥ ४६ ॥
10,49,असमोत्तमो मतोऽसौ श्रियःपतिर्विश्वतो विभिन्नात्मा ।<BR> परमान् प्रकाममर्थान् प्रकाशयामास सेत्यादीन् ॥ ४७ ॥
10,50,समानया यानमास मायया ततयाऽयमा ।<BR> नयासना नास या न यातनाललनाऽतया ॥ ४८ ॥
10,51,प्राज्ञो राज्ञां त्रिदिवपदवीं कौरवं क्षेत्रमाप्तः सस्माराथ स्वविहृतिपतद्धस्तियुद्धोत्सवानाम् ।
10,52,सत्यात्माद्यैरिह परिवृतो भाविमारीचदृग्भिः विस्मेरैः स्वैर्निजनृपतनूहेतिदृष्ट्याऽतितुष्टैः ॥ ४९ ॥
10,53,विप्रात्मेशः क्षणार्थं कृतनतिरशितिश्रीहृषीकेशदेशे स्पष्टं दृष्टोऽप्यदृष्टः सपदि विहितवान् विस्मयं देहभाजाम् ।
10,54,स्वप्ने स्वप्रेरितान्यस्थलगनिजनरोपाहृतैर्भक्ष्यभोज्यैः प्राज्यैः प्राभोजयत् स्वं गुरुमखिलगुरुं वेदयन् वेदबन्धुम् ॥ ५० ॥
10,55,अवाप्तवान् पुनरिषुपातमस्मरद्रमापतिं स परशुराममादरात् ।<BR> स राजकेल्युरुकदलीसहस्रकं तदाऽऽददभ्यवहृतिदत्तमुत्तमम् ॥ ५१ ॥
10,56,अयमेव गोविषयतोऽपि कुत्रचित् सदसि जनतार्थितो जवात् ।<BR> पुष्पमुत फलमहो विदधे जनसुप्तिदानुपमगानसम्पदा ॥ ५३ ॥
10,57,धन्योऽमह्यत नाकिनामहितहृद्बाणस्समोऽजस्य यो मध्वो ध्वस्तदुरागमोऽग्रयहिमगुश्रीः काममायामहृत् ।
10,58,विष्णुं विश्वजयप्रदं स हि नमन् सेव्यं सुसौख्यं मुदा दाक्ष्याच्छ्रीधरमामयादिविरही योगी सुहृत् सर्वदा ॥ ५४ ॥
10,59,इति भुवनविभूषणस्य भूयांस्यविगणितानि कृतान्तराणि हन्त ।<BR> श्रवणमननकीर्तनैरभीष्टं प्रतिददतीत्यमराः प्रकीर्तयन्ति ॥ ५५ ॥
11,1,प्रचुरान्तरप्रवचनं फणिराडुपशुश्रुवान्ससनकादिमुनिः ।<BR> गगनेऽल्पदृष्टवपुरत्र जनैस्त्वरितं निलीनरुचिराप पदम् ॥ १ ॥
11,2,अतिचित्रधामि्न निजधामि्न रतं ससहस्रमस्तकमनन्तममुम् ।<BR> मुनयोऽभिवाद्य विनयाभरणाः वरमन्वयुञ्जत तदर्थमिमम् ॥ २ ॥
11,3,भगवत्तमस्य विपुलप्रमतेः समयं मनोहरतमं जगति ।<BR> महितं भवद्भिरपि लोकपते पठतां मुहुः फलमुदेष्यति किम् ॥ ३ ॥
11,4,अधिकारिणां फलमलं विदुषां भवति प्रवृत्तिरतिवीर्यवती ।<BR> इति तत्फलं सफलसंकथनो भगवान्प्रपञ्चयतु भूरिदयः ॥ ४ ॥
11,5,इति तैरुदीरितमुदारमतिर्वचनं निशम्य स जगाद गिरम् ।<BR> ृणुतादरेण महनीयतमं महनीयपादसमयस्य फलम् ॥ ५ ॥
11,6,त्रिदिवादि लभ्यमपि नास्य फलं कथितं कृषेरिव पलालकुलम् ।<BR> स्वफलं तु मुक्तिपदमुक्तिपदं शुकशारदादिपरमार्थविदाम् ॥ ६ ॥
11,7,परमागमार्थवरशास्त्रमिदं भजताममानवकलारचितम् ।<BR> व्रजतामहो परमवैष्णवतां रतये स्वलोकमजितो दिशति ॥ ७ ॥
11,8,ननु तत्र विश्वविभवैकपदं परिभाति प्रतिभाति पूर्णपुरुषस्य पुरी ।<BR> उपलभ्यते यदुपमानपदं प्रतिबिम्बमेव मणिवप्रगतम् ॥ ८ ॥
11,9,सितसौधसन्ततिरुचा स्फुरिता परितोऽरुणाश्मगृहपंक्तिरुचिः ।<BR> इह मच्छरीरवलये लसितामनुयाति मूर्तिमसुरासुहृतः ॥ ९ ॥
11,10,शबला वलीकघटितस्फटिकद्युतिभिर्हरिन्मणिमयी वलभी ।<BR> प्रतिसद्म भाति यमुना मिलिता सितसौरसैन्धवपयोभिरिव॥ १० ॥
11,11,यदि नाभविष्यदिह विभ्रमतानियमो जनस्य निलयावलिषु ।<BR> विकटा विटङ्ककृतपत्रिततिः कृतकेत्यवैक्ष्यत कथञ्चन नो॥ ११ ॥
11,12,विविधस्तुलोपगतचित्रपटीसुवितानलम्बिमणिदामगणः ।<BR> शरणान्तरेष्वधिकपूरणतः प्रचकास्ति विभ्रम इवावगलन्॥ १२ ॥
11,13,विमलाकृतिः प्रकृतिरेव महामणिहेममय्यखिलवस्तुमयी ।<BR> इह सम्भवेत्सकलकान्तिरसः कथितोऽधिकोक्तिभिरतः कविभिः ॥ १३ ॥
11,14,तदनादिकालमितमुक्तिरतेरगणेयशम्भुमुखसङ्घततेः ।<BR> नगरैर्महापुरमसंहतिमल्लसति प्रभोरयमहो महिमा ॥ १४ ॥
11,15,भवनं विभाति भुवनैकपतेर्भुवनत्रयाद्भुतगणातिशयि ।<BR> वरमन्दिरप्रकरमध्यगतं द्विजमण्डलस्थशशिमण्डलवत् ॥ १५ ॥
11,16,स्वयमिन्दिरैव पतिमानकरी गृहकर्म यत्र कुरुते सुतराम् ।<BR> अपि किङ्करीदशशतीमहिता श्रियमत्र वर्णयति वेश्मनि कः॥ १६ ॥
11,17,कमलापतिः कमलयाऽमलया कमनीयया कमललोचनया ।<BR> अमृताहिराजमृदुभोगगतः स्वरतोऽपि तत्र रमते परमः ॥ १७ ॥
11,18,तरुणप्रभाकरसहस्ररुचं कनकाम्बरं मणिमयाभरणम् ।<BR> हसिताननेन्दुमरविन्ददृशं तमरीन्द्रधारिणमनुस्मरत ॥ १८ ॥
11,19,गणयेद्रमाऽस्य न गुणानखिलांश्चतुराननश्चतुरवागपि नो ।<BR> न वयं सहस्रवदना अपि तानपरोदितानतिवदेम पुनः ॥ १९ ॥
11,20,विधयो विहङ्गपतयोऽगणिता रमणीयुताश्च फणिपेन्द्रमुखाः ।<BR> परयोगभूरिसुखभोगमिता अवलोक्य तं दधति मोदरसम्॥ २० ॥
11,21,सचतुर्भुजा वनजपत्रदृशो वरवेषिणोऽत्र सपिशङ्गपटाः ।<BR> अरुणप्रभाश्च तरुणाभ्ररुचो विचरन्ति नाथरुचयः पुरुषाः॥ २१ ॥
11,22,भगवत्समीपमुपयातवतां प्रमदो न केवलमलब्धतुलः ।<BR> अपि तस्य लोकमतिलोकगुणं भजतां सुदुर्लभमभूरिशुभैः॥ २२ ॥
11,23,न भवन्ति यत्र मृतिजन्मजरास्त्रिविधं भयं किमुत दुःखगणः ।<BR> अपरं च किञ्चिदशुभं न भवेन्न गुणादि तत्प्रभवमूलमपि॥ २३ ॥
11,24,अनुभूयते सुखमनन्तसखैः सकलैरलम्मतिपदं सततम् ।<BR> अपि तारतम्यसहितैः स्वगुरुप्रवणैः परस्परमुरुप्रणयैः ॥ २४ ॥
11,25,अतिसुन्दराः सुरभयः पुरुषा हरिचन्दनेन नवचन्द्ररुचा ।<BR> चलचारुचामरधरानुचरा विचरन्ति नित्यतरुणा इह ते ॥ २५ ॥
11,26,सविलासलास्यपरितुष्टदृशो मृदुगीतवाद्यमुदितश्रवणाः ।<BR> अनुरञ्जयन्ति नवकञ्जदृशो रमणा अमी स्वरमणीस्तरुणीः॥ २६ ॥
11,27,परिणायकानुपवनाभिमुखाननु निःसरन्ति हरिणीनयनाः ।<BR> विमलाद्विमानवलयाच्छनकैः शशिमण्डलादिव रुचो रुचिराः॥ २७ ॥
11,28,अरुणाश्मवर्णतनवस्तनवः शुभहारसन्निभरुचोऽत्र पराः ।<BR> हरिनीलनीलरुचयोऽप्यपराः प्रकटीभवन्ति विविधाभरणाः॥ २८ ॥
11,29,सुचिरद्युतीर्दधति सूक्ष्मतरं स्वयमम्बरं च खलु बिभ्रति याः ।<BR> शुकनिस्वना ध्रुवमिमा अपराः सुपयोधरा जलधरावलयः ॥ २९ ॥
11,30,समतीतविद्रुमभुवां सुदृशां पदपल्लवाग्रयनखरक्तरुचीः ।<BR> परभागतः स्फटिककुट्टिमभूः प्रकटीकरोति न पुरा प्रकटाः॥ ३० ॥
11,31,हरिणीदृशां सुवसनानि बृहत्सुनितम्बबिम्बरुचिरोरुरुचा ।<BR> शबलद्युतीनि मदनस्य जगज्जयवैजयन्त्य इति निश्चिनुमः ॥ ३१ ॥
11,32,करपल्लवैस्तरलितैर्ललितैरसकृत्क्वणत्कनककङ्कणकैः ।<BR> नवरोमराजिवलिवल्गुमृदुप्रतनूदरैरतिमनाक्तरलैः ॥ ३२ ॥
11,33,कुचकुम्भपूर्णतरकान्तिसुधारसशेषबिन्दुविसरच्छविभिः ।<BR> वरहारराजिभिरुतानुपदं प्रतिलोडिताभिरशनैरुरसि ॥ ३३ ॥
11,34,अपि लीलया कुवलयोल्लसितैरपरैः करैः सहचरीनिहितैः ।<BR> वदनैः शुचिस्मितकटाक्षरसैश्चलकुण्डलोल्लसितगण्डयुगैः॥ ३४ ॥
11,35,प्रगतासु तासु रणितैरशनामणिनूपुरैरिव तदा गदिताः ।<BR> अनुवीक्षितुं तनुविलासमिमं तरुणा भवन्त्यथ निवृत्तमुखाः॥ ३५ ॥
11,36,अनुपालिताः स्वदयितैर्दयिताः कथमप्युपेत्य कुचभारनताः ।<BR> शनकैः पुनस्तदवलम्बबलात्किल ता विशन्ति परमोपवनम्॥ ३६ ॥
11,37,हसितप्रसूननिकरोरुभरप्रणमत्सुवर्णमणिसर्वतरून् ।<BR> उपगूहयन्नमृतसिन्धुसखः पवनो न कस्य सुखमेधयति ॥ ३७ ॥
11,38,उपचारनन्दनमिदं द्युवनं नियमेन नन्दयति यन्न जनम् ।<BR> परमेव नन्दनमुपेन्द्रवनं सकलं सदा यदभिनन्दयति ॥ ३८ ॥
11,39,वरपारिभद्रकसुकल्पतरुव्रजपारिजातहरिचन्दनवत् ।<BR> सहितं समादिपदताननगैः परिभूषयन्ति तदहो ॠतवः ॥ ३९ ॥
11,40,स्मितमाधवीकुसुमरम्यतरौ नवचम्पकादिकुसुमोल्लसितौ ।<BR> मधुमाधवौ मधुपगीर्मधुरौ मधुजित्प्रियान्प्रमदमानयतः॥ ४० ॥
11,41,नवमल्लिकास्रजमभीष्टतमः शुचिसम्भवां प्रणयिनीशिरसि ।<BR> कलयन् स्वयं न कुशलेति किल प्रतिघट्टयत्युरुकुचावुरसा॥ ४१ ॥
11,42,मधुरस्वरास्ततपतत्रततिप्रकटान्तपंक्तिधृतनेत्ररुचः ।<BR> शिखिनोऽनुयान्ति हि सहस्रदृशं जलदर्तुलक्ष्मनिजनृत्तमहे ॥ ४२ ॥
11,43,शरदोल्लसत्कुवलयेक्षणया विकचारविन्दरुचिराननया ।<BR> प्रियया च शोभनशुकस्वनया रमते जनो मुखरहंसकया ॥ ४३ ॥
11,44,अभिनन्दयन् हिमॠतुं सुसखा स्फटिकाचलच्छलहिमाधिकृतम् ।<BR> फलिनीकुलं कुसुमयञ्छिशिरो हसतीव फुल्लनवकुन्दरुचा ॥ ४४ ॥
11,45,हिमशीतवर्षपरितापपुरस्सरदोषमूलमिह नर्तुगणः ।<BR> प्रियमेव साधयति नित्यमहो स विमुक्तिमानिति विमुक्तिमताम् ॥ ४५ ॥
11,46,अमृतस्रगुत्तमफलप्रसवानमृताय तत्र जनताऽर्पयति ।<BR> उपभोक्तुमप्यविधिबन्धवशा प्रकृतिं प्रयाति सकलोऽपि सदा ॥ ४६ ॥
11,47,प्रमदातिरेकमुपयातवता प्रमदागणेन चरतोपवने ।<BR> उपगीयते स्म मधुरं मधुजिच्चरितं सकान्तततिना सततम् ॥ ४७ ॥
11,48,ललना ललन्त्यभिवरं प्रवरा ललिता लुनन्ति कुसुमानि पराः ।<BR> इतराः स्रजो विरचयन्ति पतीननुरञ्जयन्ति न हि काश्चन नो ॥ ४८ ॥
11,49,वनलीलया विविधया मुदितास्तरुणा घनस्तननतास्तरुणीः ।<BR> सुलतालयेषु परिरभ्य रतिं वदनारविन्दमधुपा दधति ॥ ४९ ॥
11,50,रसिकाः सुधाप्सु सरसीषु ततो रुतनूपुरानुकृतसारसकाः ।<BR> विहरन्ति साकमवगाह्य धवैर्जलमड्डुकोत्सवहसद्वदनाः ॥ ५० ॥
11,51,विविधा विधाय विहृतीः सलिले विकटेषु विद्रुमतटेषु गताः ।<BR> सुरभिं सुवर्णमथ वर्णकमाददते सखीकरगतं महिलाः ॥ ५१ ॥
11,52,जघनांशुकैरवयवाभरणैः कुचकुंकुमैश्च कचमाल्यवरैः ।<BR> नयनाञ्जनैरपि मिथोऽब्जदृशां घटितैरलंकृतिरलं क्रियते ॥ ५२ ॥
11,53,तनुमध्यमा निजगृहाणि गताः सममात्मनामसुसमैरसमैः ।<BR> अमृतं पिबन्त्यसुलभं भविभिश्चषकैर्महारजतरत्नमयैः ॥ ५३ ॥
11,54,मृदुकम्रशय्यमनुरागवतां मणिमञ्चमञ्चितदृशोऽवसरे ।<BR> पतिचोदिता अधिरुहन्ति शनैः विनयो हि भूषयति सर्वरसम् ॥ ५४ ॥
11,55,अभिकान्तमुन्नमितकान्तकुचा किल बध्नती सकुसुमां कबरीम् ।<BR> सुमुखी सुलक्ष्यभुजमूलवलिः परिरभ्यते प्रणयिनाऽतिरसात् ॥ ५५ ॥
11,56,पृथुवृत्ततुङ्गकठिनोरसिजद्वयवारितायतनिजान्तरयोः ।<BR> भुजयोर्युगेन रमणो रमणीं परिरभ्य कोऽत्र रमयेन्न सुखी॥ ५६ ॥
11,57,स्मितफुल्लमुल्लसितचिल्लिलसन्मणिकुण्डलं मृदुकटाक्षपटु ।<BR> निभृतो निरीक्ष्य सुचिरं सुतनोः प्रतिचुम्बति प्रियतमो वदनम्॥ ५७ ॥
11,58,नतमुन्नमय्य मुखचन्द्रमसं परिरम्भसम्भृतमुदा सुदृशः ।<BR> उपरम्यते न तरुणेन चिरं मधुराधरामृतरसं पिबता ॥ ५८ ॥
11,59,सुरतोत्सवोत्सुकतया त्वरयन् करपल्लवं निवसनग्रहणे ।<BR> कररुद्दमायतदृशः सहसा त्वरयत्यथ द्विगुणमिष्टतमः ॥ ५९ ॥
11,60,रभसावपातितपृथूरसिजः परिरभ्य तत्क्षणवियाततरः ।<BR> मणितादिसौरतवितानपटू रमयत्यमून् युवतिसङ्घ उत॥ ६० ॥
11,61,अतिलौकिकान् रमयतो रमणान् रमयन्त्यलौकिकगुणा ललनाः ।<BR> अनुरूपरूपमतिलोकसुखं तदलौकिकं निधुवनं लसति ॥ ६१ ॥
11,62,न रतिः श्रमादिखचिता नियमाद्विरहव्यथाऽपि न वधूवरयोः ।<BR> प्रतिकामिनीप्रणयतः कलहो न समस्तदोषरहिते हि पदे ॥ ६२ ॥
11,63,सुखसंविदात्मकतया वपुषां सुरभित्वमेव बहिरन्तरपि ।<BR> हरिधामि्न दम्पतिगणस्य ततो ननु मान्यतेऽपि मुनिभिः सुरतम् ॥ ६३ ॥
11,64,श्रुणुताप्यलोकविषयं विषयं सकलस्य मुक्तनिकरस्य दृशाम् ।<BR> वपुरिन्दिरापतिरमन्दरसं ननु सुन्दरं प्रकटयत्यनिशम् ॥ ६४ ॥
11,65,मणिराजिराजितमहामुकुटं शितिकान्तकुन्तलसहस्रतयम् ।<BR> अलिकार्धचन्द्रविलसत्तिलकं श्रवणोल्लसन्मकरकुण्डलयुक् ॥ ६५ ॥
11,66,परिपूर्णचन्द्रपरिहासिमुखं जलजायताक्षमरुणोष्टपुटम् ।<BR> हसितावलोकललितैरतुलैरभिनन्दयत्प्रणतमात्मजनम् ॥ ६६ ॥
11,67,नवकम्बुकण्ठमहिमांशुमहोमहिमोपलेन्द्रवरहारधरम् ।<BR> रमणीयरत्नगणविद्धलसद्वलयाङ्गुलीयकवराङ्गदवत् ॥ ६७ ॥
11,68,रविचक्ररुक्प्रकरचक्रकरं विधुबिम्बकम्बु मधुराम्बुरुहम् ।<BR> ज्वलनज्वलद्गदमुदारधनुः पृथुवृत्तहस्तमतिताम्रतलम् ॥ ६८ ॥
11,69,वरपीवरांसमधिराजदुरोमणिमण्टपाग्रयविलसत्कमलम् ।<BR> सजगद्द्विसप्तकतनूदरकं शुभनाभिकञ्जगतकालिनुतम् ॥ ६९ ॥
11,70,अतिकान्तकाञ्चिपदकाञ्चिमिलत्तपनीयभङ्गरुचिपिङ्गपटम् ।<BR> वरहस्तिहस्तसदृशोरुयुगं क्रमवृत्तचारुतरजङ्घमुत ॥ ७० ॥
11,71,वरनूपुरं परमरुक्प्रपदं नवविद्रुमद्युतिनखावलिमत् ।<BR> अरिवारिजध्वजकलङ्कलसत्पदपांसुपावितजगत्त्रितयम् ॥ ७१ ॥
11,72,निखिलागमावगमितैरमितैः सुखसंविदादिभिरनन्तगुणैः ।<BR> प्रपदादिकान्तसकलावयवाकृतिभिः सदैक्यवददोषलवम् ॥ ७२ ॥
11,73,अधिकारिणां गुणविशेषवशाद्द्विपदाद्यनन्तचरणान्ततया ।<BR> अतिभासितं घनगुणापघनैरितरैश्च तत्तदुचितै रुचिरैः ॥ ७३ ॥
11,74,नवभानुभाः कनककान्ति परं वरहारहारि हरिनीलहरित् ।<BR> शबलप्रभादिविविधद्युतिमत्सुखबोधसौरभसुरूपगुणम् ॥ ७४ ॥
11,75,आश्चर्यरत्नेष्वधिकं जगत्त्रयेऽप्याश्चर्यमाश्चर्यमहो मुहुर्मुहुः ।<BR> सौन्दर्यसारैकरसं रमापते रूपं सदानन्दयतीह मोक्षिणः ॥ ७५ ॥
11,76,इज्यते यज्ञशीलैः स यज्ञः प्राज्ञमध्ये परः प्रोच्यतेऽन्यैः ।<BR> गीयते गेयकीर्तिः सुगीतैर्विध्यबद्धैः सदाऽऽनन्दसान्द्रैः ॥ ७६ ॥
11,77,वैकुण्ठे ते श्रीविशेषा जनानामत्याश्चर्यं चित्तवाचामभूमिः ।<BR> वैकुण्ठेते श्रीविशेषाजनानामुक्तश्लाघ्ये युक्तमेतादृशत्वम्॥ ७७ ॥
11,78,यं यं सुखी कामयतेऽर्थमत्र सङ्कल्पमात्रात् सकलोऽपि स स्यात् ।<BR> इत्येव वेदा अपि वेदयन्ति मुक्तिं ततः को विभवातिरेकः॥ ७८ ॥
11,79,महानन्दतीर्थस्य ये भाष्यभावं मनोवाग्भिरावर्तयन्ते स्वशक्त्या ।<BR> सुराद्या नरान्ता मुकुन्दप्रसादादिमं मोक्षमेते भजन्ते सदेति॥ ७९ ॥
12,1,तत्रानन्तस्वान्तवेदान्तिसिंहे मुख्यव्याख्यानिस्वने जृम्भमाणे ।<BR> सद्यो माद्यद्वादिदन्तीन्द्रभीमे भेजे क्षोभो मायिगोमायुयूथैः॥ १ ॥
12,2,सम्भूयामी चोलजद्वीपिपुर्योः पार्श्वे पापा मन्त्रयामासुरुग्राः ।<BR> सासूया भूभूषणे वायुदेवे मूढा यद्वद्धार्तराष्ट्रान्तिके प्राक् ॥ २ ॥
12,3,सन्मात्सर्यं बद्धुमूचेऽशुभानां वाचाऽलोलं कोपि गांधारकस्य ।<BR> मध्ये तेषां नीचनीत्या समानो वाचालोऽलं कोऽपि गान्धारकस्य ॥ ३ ॥
